id,name,drainage_area,median_elevation,glacial_coverage,zone,solar_exposure,potential_evapo_transpiration,annual_precipitation,average_slope,mean_annual_runoff,7q2,7q10,jan_dist,feb_dist,mar_dist,apr_dist,may_dist,jun_dist,jul_dist,aug_dist,sep_dist,oct_dist,nov_dist,dec_dist,sum
16642,Bear River,293,1475,0.18,26,0.59,617,3121,35,91,0.11,0.40,0.03,0.02,0.03,0.05,0.12,0.16,0.18,0.15,0.09,0.08,0.06,0.03,1.01
16643,0,72,1475,0.17,26,0.59,606,3425,35,96,0.12,0.41,0.03,0.02,0.03,0.05,0.12,0.16,0.18,0.15,0.09,0.08,0.07,0.03,1.01
16644,0,25,1467,0.14,26,0.65,624,2378,31,68,0.13,0.36,0.03,0.03,0.04,0.06,0.13,0.17,0.18,0.13,0.08,0.07,0.06,0.04,1.01
16645,0,43,1640,0.20,26,0.63,596,2834,34,84,0.10,0.44,0.02,0.02,0.02,0.04,0.11,0.17,0.20,0.18,0.10,0.07,0.05,0.02,1.01
16646,Bear River,154,1580,0.24,26,0.58,604,3429,33,104,0.07,0.46,0.02,0.01,0.02,0.04,0.11,0.16,0.20,0.18,0.10,0.08,0.05,0.02,1.01
16647,Bear River,82,1568,0.24,26,0.57,602,3910,31,115,0.08,0.46,0.02,0.01,0.02,0.04,0.11,0.16,0.20,0.18,0.10,0.08,0.06,0.02,1.01
16648,0,22,1310,0.00,26,0.63,636,3211,36,73,0.22,0.24,0.07,0.05,0.06,0.07,0.14,0.15,0.11,0.07,0.05,0.06,0.09,0.08,1.00
16649,Mellersh Creek,53,1245,0.12,26,0.58,637,3360,29,91,0.14,0.32,0.04,0.04,0.04,0.07,0.14,0.15,0.15,0.10,0.07,0.08,0.08,0.05,1.00
16650,Paradise River,85,1100,0.04,26,0.61,651,3805,32,94,0.19,0.25,0.06,0.05,0.06,0.08,0.15,0.14,0.11,0.06,0.05,0.08,0.10,0.07,1.00
16652,0,27,892,0.00,26,0.57,657,3119,31,73,0.21,0.21,0.06,0.06,0.07,0.09,0.15,0.14,0.09,0.02,0.04,0.09,0.10,0.08,0.99
16671,0,16,1329,0.00,26,0.48,635,3766,26,86,0.22,0.24,0.07,0.05,0.05,0.07,0.14,0.15,0.11,0.07,0.05,0.06,0.10,0.08,1.00
16672,0,14,716,0.00,26,0.75,692,2818,40,70,0.20,0.16,0.06,0.07,0.08,0.11,0.17,0.13,0.08,0.00,0.03,0.10,0.10,0.08,0.99
16673,0,18,1144,0.03,26,0.63,669,3583,31,89,0.19,0.21,0.06,0.05,0.06,0.08,0.15,0.14,0.11,0.05,0.05,0.07,0.09,0.07,1.00
16674,0,15,1007,0.00,26,0.59,663,3446,28,82,0.21,0.20,0.07,0.06,0.07,0.09,0.15,0.14,0.09,0.03,0.04,0.08,0.10,0.08,1.00
16678,0,28,1486,0.18,26,0.58,625,3264,46,94,0.11,0.38,0.03,0.03,0.03,0.05,0.13,0.16,0.18,0.15,0.09,0.07,0.06,0.03,1.01
16679,0,53,1245,0.12,26,0.58,637,3360,29,91,0.14,0.32,0.04,0.04,0.04,0.07,0.14,0.15,0.15,0.10,0.07,0.08,0.08,0.05,1.00
16680,0,6,1222,0.00,26,0.67,642,2079,36,45,0.22,0.23,0.06,0.05,0.06,0.08,0.14,0.16,0.12,0.06,0.05,0.07,0.09,0.07,1.00
1925,Sumas Lake Canal,36,76,0.00,27,0.68,813,1724,7,39,0.08,0.06,0.17,0.13,0.11,0.08,0.05,0.04,0.03,0.02,0.02,0.04,0.14,0.17,0.99
1926,Marshall Creek,38,60,0.00,27,0.73,821,1522,4,30,0.04,0.03,0.17,0.14,0.12,0.08,0.04,0.02,0.01,0.01,0.02,0.05,0.15,0.18,0.99
1927,Saar Creek,63,88,0.00,27,0.68,814,1586,6,34,0.07,0.05,0.17,0.13,0.12,0.08,0.05,0.04,0.02,0.01,0.02,0.04,0.14,0.17,0.99
1928,Wilson Slough,30,15,0.00,27,0.71,810,1760,2,33,0.04,0.03,0.17,0.13,0.11,0.07,0.04,0.03,0.02,0.02,0.02,0.05,0.15,0.17,0.99
1929,Chilliwack Creek,16,15,0.00,27,0.71,811,1751,1,32,0.04,0.03,0.17,0.13,0.11,0.07,0.04,0.03,0.02,0.02,0.02,0.05,0.15,0.17,0.99
1930,Semmihault Creek,43,243,0.00,27,0.59,751,1893,16,55,0.15,0.12,0.16,0.12,0.11,0.08,0.06,0.07,0.04,0.01,0.02,0.04,0.13,0.15,0.99
1931,Gravel Slough,140,17,0.00,27,0.64,778,1798,10,44,0.10,0.08,0.17,0.12,0.11,0.07,0.05,0.06,0.04,0.02,0.02,0.04,0.13,0.15,0.99
1932,Hope Slough,91,28,0.00,27,0.62,765,1853,13,50,0.13,0.10,0.17,0.12,0.11,0.07,0.05,0.06,0.04,0.02,0.02,0.04,0.13,0.15,0.99
1933,Elk Creek,11,1103,0.00,27,0.54,674,2259,22,67,0.20,0.16,0.09,0.11,0.12,0.12,0.10,0.09,0.06,0.00,0.03,0.04,0.12,0.14,1.01
1934,0,7,315,0.00,27,0.77,765,1992,13,52,0.04,0.02,0.15,0.13,0.11,0.09,0.06,0.02,0.02,0.01,0.02,0.06,0.16,0.17,1.00
2426,0,11,124,0.00,27,0.68,713,1426,3,26,0.07,0.05,0.17,0.14,0.12,0.08,0.04,0.03,0.02,0.01,0.02,0.04,0.15,0.18,0.99
2427,0,4,143,0.00,27,0.70,704,1643,13,44,0.08,0.06,0.16,0.13,0.12,0.08,0.05,0.03,0.02,0.01,0.02,0.04,0.15,0.18,0.99
2428,0,12,279,0.00,27,0.66,692,1860,8,43,0.10,0.07,0.15,0.13,0.12,0.09,0.06,0.05,0.03,0.01,0.02,0.04,0.14,0.16,0.99
4673,Norrish Creek,120,783,0.00,27,0.64,702,2930,21,84,0.13,0.10,0.11,0.10,0.10,0.10,0.10,0.09,0.06,0.02,0.03,0.06,0.12,0.12,1.00
4674,Norrish Creek,19,902,0.00,27,0.64,682,2956,18,80,0.13,0.10,0.10,0.10,0.10,0.10,0.10,0.09,0.05,0.01,0.03,0.06,0.13,0.12,1.00
4676,Chehalis River,394,833,0.00,27,0.63,700,2849,25,88,0.15,0.12,0.10,0.09,0.09,0.10,0.12,0.12,0.07,0.03,0.03,0.07,0.11,0.09,1.02
4677,Statlu Creek,113,794,0.00,27,0.61,699,2999,23,89,0.16,0.12,0.11,0.09,0.09,0.09,0.10,0.10,0.06,0.02,0.03,0.06,0.12,0.11,1.00
4678,Statlu Creek,29,926,0.00,27,0.64,682,3225,25,97,0.14,0.11,0.10,0.09,0.09,0.10,0.11,0.10,0.06,0.02,0.03,0.07,0.13,0.12,1.00
4679,Maisal Creek,28,942,0.00,27,0.67,691,2761,19,77,0.11,0.09,0.10,0.10,0.10,0.11,0.10,0.07,0.05,0.01,0.03,0.06,0.13,0.13,1.00
4682,Chehalis River,171,941,0.00,27,0.62,687,3015,28,96,0.16,0.13,0.10,0.09,0.09,0.10,0.11,0.11,0.06,0.02,0.03,0.07,0.12,0.11,1.01
4685,Morris Creek,53,487,0.00,27,0.70,734,2188,18,63,0.09,0.07,0.14,0.12,0.11,0.09,0.07,0.05,0.03,0.01,0.02,0.06,0.14,0.15,1.00
4724,Hogg Slough,23,98,0.00,27,0.73,768,1820,19,57,0.08,0.06,0.17,0.13,0.11,0.08,0.05,0.03,0.02,0.02,0.02,0.05,0.15,0.17,0.99
4731,Fraser River,54,157,0.00,27,0.66,790,1853,9,44,0.09,0.07,0.16,0.13,0.11,0.08,0.05,0.05,0.03,0.02,0.02,0.05,0.14,0.16,0.99
4733,Fraser River,62,424,0.00,27,0.60,754,2053,29,75,0.17,0.14,0.14,0.12,0.11,0.09,0.07,0.07,0.05,0.01,0.02,0.04,0.13,0.14,1.00
5362,Rainy River,69,820,0.00,27,0.62,660,3330,29,106,0.17,0.13,0.11,0.09,0.09,0.09,0.10,0.11,0.07,0.02,0.03,0.07,0.12,0.11,1.00
5363,McNair Creek,20,860,0.00,27,0.65,657,3654,25,108,0.14,0.11,0.10,0.08,0.09,0.09,0.11,0.11,0.07,0.03,0.03,0.08,0.12,0.10,1.00
5364,Dakota Creek,34,851,0.00,27,0.68,663,3501,14,89,0.10,0.07,0.10,0.09,0.09,0.09,0.11,0.10,0.06,0.02,0.03,0.08,0.13,0.11,1.00
5365,Roberts Creek,23,592,0.00,27,0.74,678,2552,12,64,0.06,0.04,0.13,0.11,0.10,0.09,0.08,0.05,0.03,0.02,0.02,0.06,0.15,0.15,1.00
5366,Wilson Creek,20,300,0.00,27,0.75,680,2258,10,55,0.05,0.03,0.15,0.12,0.11,0.08,0.06,0.04,0.02,0.02,0.02,0.06,0.15,0.16,0.99
5367,Chapman Creek,76,933,0.00,27,0.70,657,3297,15,85,0.09,0.06,0.10,0.09,0.09,0.10,0.11,0.09,0.05,0.02,0.03,0.08,0.13,0.12,1.01
5368,Homesite Creek,25,458,0.00,27,0.76,669,1780,10,43,0.05,0.03,0.14,0.13,0.12,0.10,0.06,0.02,0.01,0.01,0.02,0.05,0.16,0.18,1.00
5369,Myers Creek,39,447,0.00,27,0.70,660,2234,17,63,0.09,0.07,0.14,0.12,0.11,0.09,0.07,0.05,0.03,0.01,0.02,0.06,0.14,0.15,1.00
5370,Ruby Creek,69,103,0.00,27,0.68,664,1617,13,44,0.10,0.07,0.17,0.13,0.12,0.08,0.05,0.04,0.03,0.01,0.02,0.04,0.14,0.17,0.99
5371,Carlson Creek,27,522,0.00,27,0.71,668,2008,9,46,0.07,0.05,0.14,0.13,0.11,0.10,0.07,0.04,0.03,0.01,0.02,0.05,0.15,0.16,1.00
5372,Gray Creek,59,1018,0.00,27,0.68,652,3230,13,80,0.10,0.07,0.09,0.09,0.09,0.10,0.11,0.09,0.06,0.02,0.03,0.07,0.13,0.12,1.01
5373,Sechelt Creek,84,930,0.00,27,0.63,656,3314,25,98,0.15,0.12,0.10,0.09,0.09,0.10,0.11,0.11,0.07,0.02,0.03,0.07,0.12,0.11,1.00
5374,Clowhom River,386,1105,0.03,27,0.61,643,3834,32,120,0.18,0.14,0.08,0.06,0.07,0.10,0.15,0.15,0.09,0.04,0.04,0.09,0.10,0.06,1.02
5375,0,72,1162,0.02,27,0.64,636,3855,33,123,0.17,0.13,0.08,0.07,0.08,0.10,0.13,0.12,0.07,0.02,0.03,0.08,0.12,0.09,1.01
5376,0,20,1265,0.05,27,0.68,623,4018,33,126,0.14,0.11,0.07,0.08,0.08,0.11,0.13,0.11,0.07,0.02,0.03,0.08,0.13,0.10,1.01
5377,Taquat Creek,39,1125,0.00,27,0.61,649,3661,26,108,0.17,0.13,0.08,0.08,0.09,0.10,0.12,0.12,0.07,0.02,0.03,0.07,0.12,0.10,1.00
5378,Red Tusk Creek,36,1165,0.03,27,0.56,640,4213,34,132,0.21,0.17,0.08,0.06,0.08,0.10,0.13,0.15,0.09,0.03,0.03,0.08,0.10,0.07,1.00
5380,Clowhom River,148,1224,0.05,27,0.61,633,4191,32,129,0.18,0.14,0.07,0.06,0.07,0.10,0.14,0.15,0.09,0.03,0.04,0.08,0.11,0.07,1.01
5382,Misery Creek,61,1027,0.00,27,0.64,643,3620,27,109,0.15,0.12,0.09,0.08,0.09,0.10,0.12,0.11,0.07,0.02,0.03,0.07,0.12,0.10,1.00
5383,0,23,1126,0.00,27,0.59,637,3885,26,113,0.18,0.14,0.08,0.07,0.08,0.10,0.12,0.13,0.08,0.02,0.03,0.07,0.11,0.09,1.00
5387,Earle Creek,24,1067,0.00,27,0.66,642,3932,24,113,0.13,0.10,0.09,0.08,0.08,0.10,0.12,0.11,0.07,0.03,0.03,0.08,0.12,0.10,1.00
5417,Lois River,469,276,0.00,27,0.69,691,1701,12,44,0.09,0.06,0.14,0.12,0.10,0.08,0.09,0.07,0.04,0.03,0.02,0.06,0.12,0.13,1.01
5418,Horseshoe River,134,414,0.00,27,0.68,688,1805,17,52,0.10,0.08,0.14,0.13,0.11,0.09,0.07,0.05,0.03,0.01,0.02,0.05,0.14,0.16,1.00
5419,Horseshoe River,36,561,0.00,27,0.65,680,2135,23,69,0.13,0.10,0.13,0.12,0.11,0.10,0.07,0.06,0.04,0.01,0.02,0.05,0.14,0.15,1.00
5420,Freda Creek,123,914,0.00,27,0.65,658,2757,21,80,0.13,0.10,0.10,0.10,0.10,0.10,0.11,0.09,0.05,0.02,0.03,0.06,0.13,0.12,1.01
5421,0,24,1008,0.00,27,0.61,649,2982,23,88,0.16,0.13,0.10,0.10,0.10,0.11,0.11,0.10,0.06,0.01,0.03,0.06,0.12,0.12,1.00
5422,Lois River,456,554,0.00,27,0.66,674,2196,20,66,0.13,0.09,0.12,0.10,0.10,0.09,0.11,0.10,0.06,0.03,0.03,0.06,0.11,0.11,1.02
5423,Lois Lake,456,554,0.00,27,0.66,674,2203,20,67,0.13,0.09,0.12,0.10,0.10,0.09,0.11,0.10,0.06,0.03,0.03,0.06,0.11,0.11,1.01
5424,Lois River,7,256,0.00,27,0.63,694,1536,17,47,0.13,0.10,0.16,0.13,0.12,0.09,0.05,0.04,0.03,0.01,0.02,0.04,0.14,0.17,0.99
5425,Lois River,86,743,0.00,27,0.63,666,2412,30,84,0.16,0.13,0.12,0.11,0.11,0.10,0.09,0.08,0.05,0.01,0.02,0.05,0.13,0.13,1.00
5426,Lang Creek,133,292,0.00,27,0.71,697,1671,13,45,0.08,0.06,0.15,0.13,0.11,0.09,0.06,0.04,0.02,0.01,0.02,0.05,0.14,0.16,1.00
5427,0,25,585,0.00,27,0.73,687,1910,11,46,0.06,0.04,0.13,0.13,0.12,0.10,0.07,0.03,0.02,0.01,0.02,0.05,0.15,0.17,1.00
5428,Lang Creek,68,296,0.00,27,0.68,698,1630,17,50,0.11,0.08,0.15,0.13,0.12,0.09,0.06,0.04,0.03,0.01,0.02,0.04,0.14,0.17,1.00
5429,0,20,848,0.00,27,0.65,658,3654,25,107,0.14,0.11,0.10,0.08,0.09,0.09,0.11,0.11,0.07,0.03,0.03,0.08,0.12,0.10,1.00
5430,0,11,446,0.00,27,0.77,679,2808,11,69,0.04,0.02,0.14,0.11,0.10,0.08,0.08,0.05,0.03,0.02,0.02,0.07,0.15,0.15,1.00
5431,0,76,932,0.00,27,0.70,657,3297,15,86,0.09,0.06,0.10,0.09,0.09,0.10,0.11,0.09,0.05,0.02,0.03,0.08,0.13,0.12,1.01
5432,0,28,301,0.00,27,0.71,669,1777,11,44,0.07,0.05,0.15,0.13,0.12,0.09,0.06,0.03,0.02,0.01,0.02,0.05,0.15,0.17,1.00
5433,0,8,139,0.00,27,0.55,660,1946,17,57,0.18,0.14,0.16,0.12,0.11,0.08,0.05,0.08,0.05,0.02,0.02,0.03,0.12,0.15,0.99
5434,0,10,776,0.00,27,0.72,660,3367,15,88,0.08,0.06,0.11,0.09,0.09,0.09,0.10,0.08,0.05,0.02,0.03,0.08,0.14,0.12,1.00
5435,0,6,745,0.00,27,0.62,666,3270,20,92,0.15,0.11,0.11,0.09,0.09,0.09,0.10,0.10,0.06,0.02,0.03,0.06,0.12,0.11,1.00
5436,0,17,1020,0.00,27,0.53,642,3478,26,105,0.21,0.17,0.09,0.08,0.09,0.10,0.11,0.13,0.08,0.02,0.03,0.06,0.11,0.09,1.00
5437,0,7,1158,0.00,27,0.76,631,3311,43,122,0.12,0.09,0.08,0.10,0.10,0.11,0.12,0.07,0.04,0.01,0.03,0.08,0.15,0.13,1.01
5439,0,43,1044,0.00,27,0.68,643,3982,25,115,0.13,0.10,0.09,0.07,0.08,0.09,0.12,0.11,0.07,0.03,0.03,0.08,0.12,0.09,1.00
5448,0,30,135,0.00,27,0.72,719,1267,4,23,0.05,0.03,0.17,0.14,0.13,0.09,0.04,0.01,0.01,0.01,0.02,0.04,0.15,0.19,0.99
5449,0,17,180,0.00,27,0.67,711,1551,14,43,0.10,0.07,0.16,0.13,0.12,0.08,0.05,0.03,0.02,0.01,0.02,0.04,0.15,0.17,0.99
5450,0,7,346,0.00,27,0.64,696,2148,15,59,0.12,0.09,0.15,0.12,0.11,0.08,0.06,0.06,0.04,0.01,0.02,0.05,0.14,0.15,0.99
5451,Mouat Creek,29,392,0.00,27,0.70,707,1342,6,27,0.06,0.04,0.15,0.14,0.13,0.10,0.06,0.02,0.01,0.00,0.02,0.04,0.15,0.18,1.00
5452,Rumbottle Creek,22,142,0.00,27,0.70,728,1063,5,19,0.06,0.04,0.17,0.15,0.13,0.09,0.04,0.01,0.01,0.00,0.02,0.03,0.15,0.19,0.99
5453,0,12,568,0.00,27,0.76,690,1430,13,38,0.05,0.03,0.14,0.14,0.13,0.11,0.06,0.01,0.01,0.00,0.02,0.05,0.16,0.19,1.00
5454,0,29,392,0.00,27,0.70,707,1324,6,26,0.06,0.04,0.15,0.14,0.13,0.10,0.06,0.02,0.01,0.00,0.02,0.04,0.15,0.18,1.00
5455,0,10,362,0.00,27,0.65,705,1331,8,30,0.10,0.07,0.15,0.14,0.13,0.10,0.05,0.03,0.02,0.00,0.02,0.03,0.14,0.18,1.00
5456,0,18,72,0.00,27,0.69,673,1351,12,36,0.09,0.06,0.17,0.14,0.12,0.08,0.04,0.02,0.02,0.01,0.02,0.04,0.15,0.18,0.99
8085,Fraser River,100,22,0.00,27,0.71,751,1311,1,21,0.04,0.03,0.17,0.14,0.12,0.08,0.04,0.02,0.02,0.01,0.02,0.04,0.15,0.18,0.99
8086,Cohilukthan Slough,24,5,0.00,27,0.71,782,1348,1,21,0.04,0.03,0.18,0.14,0.12,0.08,0.04,0.02,0.01,0.01,0.02,0.04,0.15,0.18,0.99
8087,0,15,3,0.00,27,0.71,769,1352,0,20,0.05,0.03,0.18,0.14,0.12,0.08,0.04,0.02,0.01,0.01,0.02,0.04,0.15,0.18,0.99
8088,Brunette River,72,62,0.00,27,0.71,757,1683,4,34,0.05,0.04,0.17,0.13,0.11,0.08,0.05,0.03,0.02,0.02,0.02,0.05,0.15,0.17,0.99
8089,Still Creek,28,55,0.00,27,0.71,756,1655,3,31,0.05,0.03,0.17,0.13,0.12,0.08,0.04,0.03,0.02,0.01,0.02,0.05,0.15,0.17,0.99
8091,Or Creek,21,822,0.00,27,0.64,679,4144,20,113,0.13,0.10,0.10,0.07,0.07,0.08,0.11,0.12,0.08,0.03,0.03,0.08,0.12,0.09,1.00
8092,Blakeny Creek,27,774,0.00,27,0.62,683,3963,22,112,0.15,0.12,0.11,0.07,0.08,0.08,0.11,0.13,0.08,0.03,0.03,0.08,0.12,0.09,0.99
8093,Coquitlam River,131,881,0.00,27,0.62,676,4138,26,121,0.16,0.13,0.10,0.06,0.07,0.08,0.12,0.14,0.09,0.04,0.03,0.08,0.11,0.07,1.00
8094,Coquitlam River,75,1025,0.00,27,0.62,661,4533,26,130,0.16,0.12,0.08,0.06,0.07,0.09,0.13,0.15,0.09,0.04,0.03,0.09,0.11,0.07,1.00
8096,Katzie Slough,15,6,0.00,27,0.71,795,1812,1,32,0.05,0.03,0.17,0.13,0.11,0.07,0.04,0.03,0.02,0.02,0.02,0.05,0.15,0.17,0.99
8097,Alouette River,331,441,0.00,27,0.65,733,2936,20,85,0.12,0.10,0.13,0.09,0.08,0.08,0.10,0.11,0.07,0.04,0.03,0.07,0.11,0.10,1.00
8098,North Alouette Rive,281,534,0.00,27,0.64,725,3076,23,92,0.14,0.11,0.12,0.09,0.08,0.08,0.10,0.11,0.07,0.04,0.03,0.07,0.11,0.10,1.00
8099,Blaney Creek,19,344,0.00,27,0.73,752,2542,9,61,0.05,0.03,0.14,0.11,0.10,0.08,0.07,0.05,0.03,0.02,0.02,0.06,0.15,0.15,0.99
8100,Gold Creek,89,758,0.00,27,0.60,697,3582,29,111,0.17,0.14,0.11,0.08,0.08,0.09,0.11,0.12,0.08,0.03,0.03,0.07,0.11,0.09,1.00
8101,Moyer Creek,20,811,0.00,27,0.64,692,3787,25,111,0.14,0.11,0.10,0.08,0.08,0.09,0.11,0.11,0.07,0.03,0.03,0.08,0.12,0.10,1.00
8102,Alouette River,44,550,0.00,27,0.64,720,3040,28,98,0.15,0.12,0.13,0.10,0.09,0.08,0.09,0.09,0.06,0.02,0.03,0.06,0.13,0.12,0.99
8104,Widgeon Creek,66,750,0.00,27,0.62,700,3775,29,117,0.16,0.13,0.11,0.08,0.08,0.08,0.11,0.12,0.07,0.03,0.03,0.08,0.12,0.09,1.00
8105,Raven Creek,25,757,0.00,27,0.58,696,3716,28,114,0.18,0.15,0.11,0.08,0.08,0.08,0.10,0.13,0.08,0.03,0.03,0.07,0.11,0.09,0.99
8106,Osprey Creek,20,918,0.00,27,0.60,674,4115,27,122,0.17,0.14,0.10,0.07,0.08,0.09,0.12,0.14,0.08,0.03,0.03,0.08,0.11,0.08,1.00
8107,Gurney Creek,39,959,0.00,27,0.63,679,3795,27,113,0.16,0.12,0.09,0.08,0.08,0.09,0.12,0.12,0.07,0.03,0.03,0.08,0.12,0.09,1.00
8108,DeBeck Creek,50,1138,0.00,27,0.59,651,4459,22,123,0.17,0.13,0.08,0.06,0.07,0.09,0.13,0.15,0.09,0.03,0.03,0.08,0.11,0.07,1.00
8109,Vickers Creek,39,1100,0.00,27,0.59,671,3543,31,112,0.19,0.15,0.09,0.08,0.09,0.10,0.12,0.12,0.08,0.02,0.03,0.07,0.11,0.10,1.00
8110,Corbold Creek,555,1314,0.12,27,0.62,637,3340,29,103,0.17,0.13,0.06,0.07,0.08,0.11,0.17,0.15,0.09,0.03,0.04,0.08,0.09,0.06,1.03
8112,Boise Creek,66,1135,0.03,27,0.63,659,3690,26,109,0.16,0.12,0.08,0.08,0.09,0.10,0.12,0.12,0.07,0.02,0.03,0.08,0.12,0.10,1.01
8113,Bull Creek,24,1156,0.00,27,0.60,649,4142,20,112,0.16,0.13,0.08,0.07,0.08,0.10,0.13,0.14,0.08,0.03,0.03,0.08,0.11,0.08,1.00
8124,Pitt River,9,808,0.00,27,0.64,698,2332,19,66,0.13,0.10,0.11,0.11,0.11,0.11,0.09,0.07,0.04,0.01,0.02,0.05,0.13,0.15,1.00
8132,Kanaka Creek,61,160,0.00,27,0.73,766,2265,7,52,0.05,0.03,0.16,0.12,0.10,0.07,0.06,0.05,0.03,0.02,0.02,0.06,0.15,0.15,0.99
8133,Salmon River,80,81,0.00,27,0.70,797,1609,1,28,0.05,0.03,0.17,0.13,0.12,0.08,0.05,0.03,0.02,0.02,0.02,0.05,0.15,0.17,0.99
8134,Nathan Creek,28,104,0.00,27,0.70,802,1682,1,30,0.05,0.03,0.17,0.13,0.12,0.08,0.05,0.03,0.02,0.01,0.02,0.05,0.15,0.17,0.99
8135,Whonnock Creek,23,194,0.00,27,0.74,762,2226,7,51,0.04,0.03,0.16,0.12,0.11,0.08,0.06,0.04,0.03,0.02,0.02,0.06,0.15,0.16,0.99
8137,Cascade Creek,46,635,0.00,27,0.66,729,3097,20,88,0.12,0.09,0.12,0.10,0.09,0.09,0.09,0.09,0.05,0.02,0.03,0.07,0.13,0.12,1.00
8138,Lost Creek,36,727,0.00,27,0.66,706,3369,16,89,0.11,0.09,0.11,0.09,0.09,0.09,0.10,0.10,0.06,0.03,0.03,0.07,0.13,0.11,1.00
8139,Salsbury Creek,34,674,0.00,27,0.68,715,3175,19,88,0.11,0.08,0.12,0.09,0.09,0.09,0.09,0.09,0.05,0.02,0.03,0.07,0.13,0.12,1.00
8140,Tingle Creek,66,931,0.00,27,0.58,691,3693,37,124,0.20,0.16,0.10,0.08,0.08,0.09,0.11,0.13,0.08,0.03,0.03,0.07,0.11,0.09,1.00
8141,Roaring Creek,21,922,0.00,27,0.59,689,3495,25,104,0.17,0.14,0.10,0.08,0.09,0.10,0.11,0.12,0.07,0.02,0.03,0.07,0.12,0.10,1.00
8142,Winslow Creek,137,1028,0.00,27,0.57,678,3365,33,111,0.20,0.16,0.09,0.08,0.09,0.10,0.12,0.13,0.08,0.02,0.03,0.07,0.11,0.09,1.01
8149,Stave River,528,1170,0.05,27,0.60,659,3422,28,105,0.18,0.14,0.07,0.07,0.08,0.10,0.16,0.16,0.09,0.04,0.04,0.08,0.09,0.06,1.03
8157,Silverdale Creek,25,160,0.00,27,0.73,790,2052,7,46,0.05,0.03,0.16,0.13,0.11,0.08,0.05,0.04,0.02,0.02,0.02,0.05,0.15,0.16,0.99
8158,McLennan Creek,35,61,0.00,27,0.70,819,1610,2,30,0.05,0.04,0.17,0.13,0.12,0.08,0.04,0.03,0.02,0.01,0.02,0.04,0.15,0.17,0.99
8159,Matsqui Slough,69,18,0.00,27,0.69,816,1706,4,35,0.06,0.04,0.17,0.13,0.11,0.07,0.05,0.04,0.03,0.02,0.02,0.05,0.14,0.17,0.99
8160,Clayburn Creek,45,69,0.00,27,0.69,809,1671,5,35,0.06,0.04,0.17,0.13,0.12,0.08,0.05,0.03,0.02,0.01,0.02,0.05,0.15,0.17,0.99
8161,Lower Hatzic Slough,210,527,0.00,27,0.67,738,2596,18,74,0.11,0.08,0.13,0.10,0.10,0.09,0.09,0.09,0.05,0.03,0.03,0.06,0.12,0.12,1.00
8162,Lagace Creek,22,211,0.00,27,0.66,757,2328,20,71,0.12,0.09,0.16,0.12,0.10,0.08,0.06,0.06,0.04,0.02,0.02,0.05,0.14,0.15,0.99
8163,0,32,1,0.00,27,0.71,775,1128,0,15,0.04,0.03,0.18,0.15,0.13,0.08,0.03,0.01,0.01,0.01,0.01,0.04,0.15,0.19,0.99
8164,0,33,2,0.00,27,0.71,758,1261,0,18,0.05,0.03,0.18,0.14,0.12,0.08,0.04,0.02,0.01,0.01,0.02,0.04,0.15,0.19,0.99
8165,0,29,3,0.00,27,0.71,788,1082,0,14,0.04,0.03,0.18,0.15,0.13,0.08,0.03,0.01,0.01,0.01,0.01,0.04,0.15,0.19,0.99
8166,Fraser River,88,44,0.00,27,0.72,768,1575,2,29,0.04,0.03,0.17,0.13,0.12,0.08,0.05,0.03,0.02,0.02,0.02,0.05,0.15,0.17,0.99
8167,Fraser River,85,40,0.00,27,0.70,779,1628,2,30,0.05,0.04,0.17,0.13,0.11,0.08,0.05,0.04,0.02,0.02,0.02,0.05,0.15,0.17,0.99
8169,Fraser River,52,37,0.00,27,0.70,799,1665,1,30,0.05,0.03,0.17,0.13,0.11,0.08,0.05,0.03,0.02,0.02,0.02,0.05,0.15,0.17,0.99
8170,Fraser River,45,41,0.00,27,0.69,816,1715,3,34,0.06,0.04,0.17,0.13,0.11,0.07,0.05,0.04,0.02,0.02,0.02,0.05,0.15,0.17,0.99
8172,0,16,58,0.00,27,0.71,825,1467,1,24,0.04,0.03,0.17,0.14,0.12,0.08,0.04,0.02,0.02,0.01,0.02,0.04,0.15,0.18,0.99
8173,0,55,25,0.00,27,0.71,782,1158,2,18,0.05,0.03,0.17,0.15,0.12,0.08,0.04,0.01,0.01,0.01,0.02,0.04,0.15,0.19,0.99
8174,Campbell River,75,66,0.00,27,0.71,783,1390,2,24,0.05,0.03,0.17,0.14,0.12,0.08,0.04,0.02,0.02,0.01,0.02,0.04,0.15,0.18,0.99
8175,Nicomekl River,141,49,0.00,27,0.71,790,1496,2,26,0.05,0.03,0.17,0.13,0.12,0.08,0.05,0.03,0.02,0.02,0.02,0.05,0.14,0.17,0.99
8176,Anderson Creek,26,81,0.00,27,0.71,786,1486,1,25,0.05,0.03,0.17,0.14,0.12,0.08,0.04,0.02,0.02,0.01,0.02,0.04,0.15,0.18,0.99
8177,Murray Creek,63,55,0.00,27,0.70,792,1527,2,27,0.05,0.03,0.17,0.14,0.12,0.08,0.05,0.03,0.02,0.01,0.02,0.04,0.15,0.17,0.99
8178,Nicomekl River,36,30,0.00,27,0.71,795,1529,2,27,0.05,0.03,0.17,0.14,0.12,0.08,0.04,0.03,0.02,0.01,0.02,0.04,0.15,0.18,0.99
